name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
D&J Tree Service & Landscaping,,+1 706-728-4576,,,Dunnellon,34432,Florida,United States of America,34.5321539,-85.269662,44,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/D%26J+Tree+Service+%26+Landscaping/@34.5321539,-85.269662,14z/data=!4m8!1m2!2m1!1sD%26J+Tree+Service+%26+Landscaping!3m4!1s0x271409d7eb4982d5:0xf49394db49e517a4!8m2!3d34.5321539!4d-85.269662",,,,,No,"D&J Tree Service & Landscaping is a firewood provider based in Dunnellon, Florida. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
North Canton Repair Shop,,+1 330-499-3529,"1555 N Main St, North Canton, OH 44720",1555 N Main St,North Canton,44720,Ohio,United States of America,40.8948957,-81.4071368,45,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-12:30PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/North+Canton+Repair+Shop/@40.8948957,-81.40713679999999,14z/data=!4m8!1m2!2m1!1sNorth+Canton+Repair+Shop!3m4!1s0x8836d3e9f144c84f:0xdef661d84cb700a7!8m2!3d40.8948957!4d-81.40713679999999",,,,,No,"North Canton Repair Shop is a firewood provider based in North Canton, Ohio. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
McCarter-Dallman Farm and Garden Center,,+1 856-764-0468,"83 St Mihiel Dr, Delran, NJ 08075",83 St Mihiel Dr,Delran,08075,New Jersey,United States of America,40.0277909,-74.9819082,45,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/McCarter-Dallman+Farm+and+Garden+Center/@40.0277909,-74.98190819999999,14z/data=!4m8!1m2!2m1!1sMcCarter-Dallman+Farm+and+Garden+Center!3m4!1s0x89c6b4c50f045dd5:0xa528365c9270a2a0!8m2!3d40.0277909!4d-74.98190819999999",,,,,No,"McCarter-Dallman Farm and Garden Center is a firewood provider based in Delran, New Jersey. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Limas Firewood,,+1 915-490-8749,"425 Talbot Ave, Canutillo, TX 79835",425 Talbot Ave,Canutillo,79835,Texas,United States of America,31.9086906,-106.5960906,46,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Limas+Firewood/@31.9086906,-106.5960906,14z/data=!4m8!1m2!2m1!1sLimas+Firewood!3m4!1s0x86ddff648d3cb60b:0x61688be8e7d7320d!8m2!3d31.9086906!4d-106.5960906",,,,,No,"Limas Firewood is a firewood provider based in Canutillo, Texas. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
A Chick and A Chainsaw,,+1 805-792-0125,,,Paso Robles,93446,California,United States of America,35.897727,-121.1329285,46,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/A+Chick+and+A+Chainsaw/@35.897726999999996,-121.13292849999999,14z/data=!4m8!1m2!2m1!1sA+Chick+and+A+Chainsaw!3m4!1s0x80ecd141b8625eb5:0x2a6cbf8b0dc10a72!8m2!3d35.897726999999996!4d-121.13292849999999",,,,,No,"A Chick and A Chainsaw is a firewood provider based in Paso Robles, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Lit Firewood,,+1 909-486-5268,"1101 W Big Bear Blvd, Big Bear, CA 92314",1101 W Big Bear Blvd,Big Bear,92314,California,United States of America,34.2606254,-116.8643324,47,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Lit+Firewood/@34.260625399999995,-116.8643324,14z/data=!4m8!1m2!2m1!1sLit+Firewood!3m4!1s0x80c4b57ff62722d5:0x29e62766cbf55b9a!8m2!3d34.260625399999995!4d-116.8643324",,,,,No,"Lit Firewood is a firewood provider based in Big Bear, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Alpine Firewood,,+1 626-285-0860,"314 N Altadena Dr, Pasadena, CA 91107",314 N Altadena Dr,Pasadena,91107,California,United States of America,34.1518431,-118.0982309,47,"{""Monday"": ""9AM-3PM"", ""Tuesday"": ""9AM-3PM"", ""Wednesday"": ""9AM-3PM"", ""Thursday"": ""9AM-3PM"", ""Friday"": ""9AM-3PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Alpine+Firewood/@34.1518431,-118.09823089999999,14z/data=!4m8!1m2!2m1!1sAlpine+Firewood!3m4!1s0x80c2dca5b9f98ed3:0xd0fb272b97123ad5!8m2!3d34.1518431!4d-118.09823089999999",,,,,No,"Alpine Firewood is a firewood provider based in Pasadena, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Twins Timber Company,,+1 404-414-2215,"1885 Leland Dr, Marietta, GA 30067",1885 Leland Dr,Marietta,30067,Georgia,United States of America,33.9060371,-84.4737428,49,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Twins+Timber+Company/@33.9060371,-84.4737428,14z/data=!4m8!1m2!2m1!1sTwins+Timber+Company!3m4!1s0x88f5119d98bb9681:0x73ce8e5d8d119c80!8m2!3d33.9060371!4d-84.4737428",,,,,No,"Twins Timber Company is a firewood provider based in Marietta, Georgia. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Geneva Firewood & Mulch,,+1 630-232-7724,"637 E State St, Geneva, IL 60134",637 E State St,Geneva,60134,Illinois,United States of America,41.887106,-88.292265,50,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Geneva+Firewood+%26+Mulch/@41.887105999999996,-88.292265,14z/data=!4m8!1m2!2m1!1sGeneva+Firewood+%26+Mulch!3m4!1s0x880efd0cd4aebecb:0x92fbf4db631ceaff!8m2!3d41.887105999999996!4d-88.292265",,,,,No,"Geneva Firewood & Mulch is a firewood provider based in Geneva, Illinois. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Moore's firewood sales and services,,+1 315-219-0786,"523 Dutchtown Rd, Dolgeville, NY 13329",523 Dutchtown Rd,Dolgeville,13329,New York,United States of America,43.146247,-74.7536631,50,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Moore%27s+firewood+sales+and+services/@43.146246999999995,-74.7536631,14z/data=!4m8!1m2!2m1!1sMoore%27s+firewood+sales+and+services!3m4!1s0x89dec7b1009e6e4d:0x7d26d2e3f522bc2d!8m2!3d43.146246999999995!4d-74.7536631",,,,,No,"Moore's firewood sales and services is a firewood provider based in Dolgeville, New York. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
